"SR-ID","Title","SN-Refs","Requirement","Rationale","AcceptanceCriteria","Permutations","Priority","Verification","Status","Phase"
"SR-054","Verification reports rows whose bytes are gone from the pool","SN-031;SN-026","-Action Verify shall, in addition to the storage-form audit, run the pool-resolution audit (Test-PoolResolves) across the backup root and every snapshot and report each row that no longer resolves to bytes anywhere in the pool as a finding of class PoolUnresolvable in the same JSON findings document, driving the SR-040 findings exit (1). The pool audit always spans the whole pool - a pool is one unit - regardless of the form audit's -BackupRootOnly scoping. These findings are report-only: -RepairStorage shall not claim to repair them (bytes cannot be conjured); the remedy is the next backup run while the source still holds the content, or restoring the content into the pool.","The investigation's decisive finding: a store with permanently unrestorable rows verified CLEAN, even under -Deep, because the only check that knew (Test-PoolResolves) ran solely inside prune preconditions. An operator who never prunes got zero signal until the restore they actually needed failed.","With every physical copy of one row's content deleted from the pool, -Action Verify exits 1 and its JSON document contains a PoolUnresolvable finding naming the folder and RelativePath; a row whose NAMED data file is gone while the content still survives elsewhere in the pool is reported as the distinct class PoolDataPathMissing, never PoolUnresolvable - it restores via the revision-4+ fallback and heals on the next run, and calling it unresolvable would hand the wrapper a false data-loss alarm (WP7 review, required change 2); a clean store still prints the empty document and exits 0; -RepairStorage leaves the finding reported, not ""repaired"".","row=set{blank-DataPath,named-file-missing}; scope=set{root,snapshot}","M","Test","Verified",""
"SR-055","Non-portable filenames are refused loudly at backup time","SN-032;SN-022;SN-026","During the source scan - BEFORE any attempt to open or hash the file, since a name Windows cannot open would otherwise abort the whole set on a read error - the engine shall skip any source file one of whose path components is not a legal file name on BOTH platforms: any character Windows forbids (< > : "" | ? * and control characters, newline included), a component ending in a dot or space (which Windows strips), a component whose stem (the text before the first dot) is a Windows reserved device name (CON, PRN, AUX, NUL, COM1-COM9, LPT1-LPT9, case-insensitively, with or without an extension - WP9 step 8b, ruled IN 2026-08-25), or, on a non-Windows host, a component containing a backslash (a path separator to the Windows restorer). Each skipped file shall produce one ERROR naming the file and the offending character, the set shall be marked failed (non-zero exit), every other file shall still be backed up, and no manifest row shall be written for the skipped file. A PREVIOUSLY stored row whose (non-portable) name is still present in the source shall be left frozen - neither re-processed nor treated as removed-from-source and evicted.","Human ruling 2026-08-23: the twin-restorer contract (SN-022/SN-026) breaks on such names (7-Zip argument quoting mis-splits a quote, the bash line-based parser cannot read a newline row), and handling them is complexity spent on names the user almost certainly wants fixed at the source. Loud skip retires review findings R6 and R7 at the source for every newly written store. Since WP12 the classes this refuses at SOURCE scan are unreachable in GENERATED object names by construction: a base-57 name cannot begin with a dot or a dash, end in a dot or a space, or contain a space, a glob metacharacter or 7-Zip's '@' response-file sigil (SR-069).","The classification is per component: quotes, pipes, control characters, and trailing dot/space are refused with a reason naming the character; Unicode, brackets, parens, spaces are portable. End-to-end (trailing-dot shape, hostable on Windows via \\?\): the run exits 1 with one Skipping ERROR, writes no row for the bad name, still backs up every other file, and leaves a pre-existing row under that name frozen in the manifest with its data file intact.","char=set{quote,pipe,newline,trailing-dot,trailing-space,backslash-on-linux}; prior-row=set{none,frozen}","S","Test","Verified",""
"SR-056","Restore verifies the bytes it wrote","SN-033;SN-005;SN-026","After restoring any manifest row - expanded or copied, resolved through its own DataPath or hash-recovered - both restorers shall hash the written file and compare (Length, xxH2Hash) against the row; on disagreement the written file shall be deleted, the (hash,length) pool recovery attempted once, and the result verified again; a row that cannot be verified shall be counted into the SR-029 unrestored accounting as the content-class cause ContentMismatch (exit 1), never reported as success. AMENDED 2026-08-24 (independent review): the one recovery attempt applies to a row NOT resolved through the pool locator; a mismatch whose SOURCE was already hash-proven by the locator is a WriteMismatch - a HOST-class outcome (exit 4), because the pool demonstrably holds the bytes and the write is what failed. A written file that cannot be read back for verification is likewise host-class, and the file is kept.","Realizes SN-033; the 2026-08-24 HomeHub bench defect review (D-2) found both restorers restore a resolvable DataPath with no hash check - a wrong payload, a same-length bit-flip and a truncated file all exit 0 today.","A data file altered to wrong-payload, same-length-bitflip or truncated content restores byte-exact from a surviving pool copy (exit 0, one WARN logged naming the row) when a good copy exists; the row is named in the SR-029 unrestored accounting as ContentMismatch (exit 1) when no good copy exists; an untampered restore is unaffected.","damage=set{none,wrong-payload,same-length-bitflip,truncated}; recoverable=set{pool-has-good-copy,pool-has-none}; resolution=set{own-datapath,hash-recovered}; form=set{raw,archive}; restorer=set{powershell,bash}; origin=set{backup-root,snapshot}@pairwise","M","Test","Verified","kitbump-v6"
"SR-057","Hidden and dot-prefixed files are captured and located","SN-001;SN-005;SN-031","Every filesystem enumeration in the engine, the shared module and the Windows restorer shall include hidden, system and dot-prefixed entries (files and directories) - source walks, the restore pool scan, the snapshot enumerations, the prune residue sweep and the prune byte accounting alike - so that no source file is silently omitted and no pool file is invisible to (hash,length) recovery. Deliberate exclusion is achieved by scoping SourcePath (no per-set exclusion or hidden-file configuration knob exists; the prune-internal ExcludeFolder parameter is not user configuration - wording corrected 2026-08-24 at G3 closure). Reparse-point/symlink traversal semantics are unchanged by this requirement. AMENDED 2026-08-28 (WP13, SR-074): the two pseudo-folders Windows creates at the ROOT of every NTFS volume are exempt from this rule - they are excluded from the walk entirely rather than reported as unreadable, because they are never user data and their presence is a property of a volume root, not a misconfiguration.","Realizes SN-001 and SN-031; the 2026-08-24 D-4 finding: no Get-ChildItem anywhere in Engine/Common/Reconstruct used -Force, so hidden and dot-prefixed source files were never backed up, hidden/dot pool files were invisible to restore, and the twin restorers disagreed (bash find never skipped them).","A dot-prefixed file, a nested dot-directory, a Windows Hidden file/directory and a System-attribute file all appear in MANIFEST.csv and restore byte-exact in all four storage modes; a dot-named or Hidden pool data file is found by (hash,length) recovery; no new configuration key exists.","class=set{dot-file,nested-dot-directory,windows-hidden-file,windows-hidden-directory,system-attribute,dot-named-pool-file,hidden-pool-file}; site=set{source-walk,external-cache-walk,restore-pool-scan,snapshot-enumeration,prune-residue,physical-bytes,7z-extract-pick}; compress=set{on,off}@pairwise","M","Test","Verified","kitbump-v6"
"SR-058","Content addressing is the only storage layout","SN-002;SN-008","Every data file the system stores shall be named by its content via Get-HashSizeFileName (""<hashShort> <sizeShort><ext>""); no configuration shall select a mirrored (path-addressed) layout.","Deletes D-1's hazard class structurally rather than guarding it: different content yields a different filename, so a stored object can never be overwritten in place (defect review 2026-08-24; human ruling option 3, 2026-08-24).","After any run every non-blank DataPath in MANIFEST.csv matches the hash-name grammar and StoredAsHashSize is 'Hash'; no configuration key selects another layout.","compress=set{on,off}","M","Test","Verified","ca-v1"
"SR-059","Stored objects are immutable and name-proven","SN-034;SN-005","No run shall change the bytes at a DataPath that any live manifest row still claims, and shall create a data file only at a content-addressed name that the file's own bytes hash to.","The minimal invariant D-1 violated: Mirror addressed data files by PATH while dedup handed that address to rows meaning 'these exact bytes' (defect review 2026-08-24).","Across a multi-run timeline that edits one of two duplicate files, a byte census of the pool shows no claimed DataPath whose bytes changed, and the prior snapshot restores the old content for every path that shared it.","edit=set{owner,borrower,both}; copies=set{2,3}; compress=set{on,off}","M","Test","Verified","ca-v1"
"SR-060","Dedup covers content first seen within one run","SN-002","Content with the same (xxH2Hash,Length) appearing several times in a single run shall be stored once, with every logical name referencing that one physical object.","D-5: the dedup lookup consulted only the PRIOR backup, so identical files first seen in one run were each stored in full (Mirror) or copied twice over one name (HashAddressed).","Two identical files first seen in one run produce exactly one physical pool file, one distinct DataPath across their rows, and one copy/compress operation.","duplicates=set{same-run,prior-run,both}; compress=set{on,off}","S","Test","Verified","ca-v1"
"SR-061","A legacy-form store is refused, not converted or restored","SN-008;SN-030","The system shall not re-form data already stored: changing CompressEnabled shall govern only content written after the change, leaving existing objects in the form they were stored in. A manifest row recorded in the legacy Original (path-addressed) form shall fail its backup set before any mutation, naming the condition and the remedy (back up to a fresh BackupPath); -Action Verify shall report it as a finding rather than refuse. Both restorers shall apply the same refusal before writing anything: a manifest row carrying StoredAsHashSize='Original', a manifest witness declaring a format version below the one this build writes, or a non-blank DataPath in a RETIRED grammar - one containing a path separator, or one carrying the base-85 form's space at index 16 - shall abort the restore with the precondition exit code and no file written. The engine shall refuse the same three conditions before mutating a store. There is no read path for a pre-content-addressed store in this kit.","Human rulings 2026-08-25: no store exists that must be maintained (so the Original->Hash conversion is deleted rather than made safe), and retroactive space reclamation - in either direction - is not required (so the compression-flip migration goes with it, to a deferred standalone re-pack script if ever wanted). A mixed-form store is already normal because compression is per-file (SR-004), and every row's Compressed describes its OWN object, so nothing downstream needs re-forming. Deleting the migration also deletes a risk class: every migration is a mass rewrite of a store that currently works. Read support was withdrawn 2026-08-26 (human ruling) rather than left as an untested claim: WP9's independent review found the bash half of 'both restorers still restore a legacy store' had no fixture (MIN-2), and the honest resolution was to drop the promise, not to build a fixture for a capability nobody needs -- no such store is known to exist. WP12 extended the refusal from PATH-addressed stores to pre-WP12 CONTENT-addressed ones, whose objects carry the old base-85 space-separated names: StoredAsHashSize cannot tell those apart because a base-85 store also says 'Hash'. Two discriminators, because neither is complete alone - the witness version is present on every modern store but optional on older ones (SR-039 lets a witness-less store restore with a warning), and a structural name test cannot classify a blank DataPath, which is the supported 'recover by hash' state. The residual gap - a witness-less store whose every row is blank - is benign: the locators match CONTENT, never names, so such a store restores correctly whatever its objects are called. The structural test is a POSITIVE test for the retired grammars, NOT the negation of SR-069's. Those are not complements, and conflating them is a defect the suite caught during WP12 implementation: a merely DAMAGED DataPath (the DanglingDataPath class, or a name rewritten by something outside the tool) parses under neither grammar, and SR-049/SR-053/SR-056 require the per-row audit, heal and verify machinery to answer for it. A negative test refused the whole store instead, turning one repairable row into an unrestorable backup. Refuse the old FORMAT; repair damaged ROWS. It still subsumes the pre-WP9 path-separator test, which is one of the two positive shapes.","Flipping CompressEnabled re-forms no existing object; new content follows the new setting; the mixed-form store restores byte-exact through both restorers and audits CLEAN. A store whose manifest carries StoredAsHashSize='Original' fails -Action Backup with the fresh-BackupPath remedy and nothing staged or mutated, and yields a finding with a non-zero status under -Action Verify. A constructed legacy store is refused by BOTH restorers with exit 2, naming the cause, with nothing written into the restore target. A constructed pre-WP12 base-85 store is refused by BOTH restorers with exit 2 and nothing written - by its witness version, and again with the witness removed, by its DataPath shape. A store holding a merely DAMAGED DataPath is NOT refused: it still audits, heals and restores through the per-row machinery. The residual gap is demonstrated benign, not merely argued: a store with every object renamed into the retired grammar, every DataPath blanked and no witness still restores byte-exact.","action=set{Backup,Verify}; rows=set{all-original,mixed}","S","Test","Verified","ca-v1"
"SR-062","Generated browse view","SN-008","When BrowseView is 'index' the system shall generate a manifest-derived browse view OUTSIDE both roots - INDEX.tsv always, plus per-folder INDEX.html pages and a root search page - covering every logical path including duplicate siblings, refreshed when the canonical manifest ROWS it mirrors change (a SHA-256 of those rows is stamped into .viewstamp - NOT the manifest witness, because a manifest-identical run can rewrite the file with different CSV quoting) and on -Action View; no engine or restore path shall read it.","Replaces Mirror's browsability, which was its only real value (human ruling 2026-08-24; the per-folder scaling shape approved 2026-08-25 after a single flat page was measured at ~100 MB for a 500k-file library).","The view's entries equal the manifest's RelativePath set exactly, each named RelativePath+('.7z' when the ROW's Compressed is Yes); a stale row-digest triggers a rebuild; -Action View is idempotent; Verify, prune accounting and both restorers ignore the view entirely.","browseview=set{off,index}; rows=set{under-threshold,over-threshold}; compress=set{on,off,mixed}","S","Test","Verified","ca-v1"
"SR-063","Configuration contract v2","SN-027;SN-008","The JSON configuration contract shall declare ConfigVersion 2; PreserveFolderTree shall be refused BY NAME in every configuration format; BrowseView (off|index, with link reserved and refused) and ViewPath shall be accepted, ViewPath refused when it is not on the backup volume, or OVERLAPS any path the set owns - BackupPath, ChangePath, SourcePath or SourceStatePath - in EITHER direction (inside one, equal to one, or containing one). The view generator shall additionally refuse to wipe a view root holding anything that is not a generated view. AMENDED 2026-09-01 (WP17, SR-081): CompressProbe (off|excluded-extensions|always, default always) joins the closed per-set key set with its exact-lowercase vocabulary, validated in both configuration formats. This requirement additionally RATIFIES the additive-optional-key policy, so the next optional key does not re-open the question: an OPTIONAL key that carries a default may join contract v2 WITHOUT a version bump, because an unchanged v2 document keeps its meaning exactly; and an OLDER build rejecting that key by name is the CLOSED SCHEMA WORKING AS DESIGNED, not a compatibility break. A key that is required, that removes or re-types an existing key, or that changes the meaning of an unchanged document shall still bump ConfigVersion.","Mirror is gone, so a stale config must fail loudly rather than be silently reinterpreted. CLIXML is exempt from SR-042's closed schema, so without an explicit refusal PreserveFolderTree there would be silently ignored.","A config carrying PreserveFolderTree fails with status 2 naming the key, in BOTH JSON and CLIXML; an out-of-vocabulary BrowseView and each ViewPath placement violation fail by name, including a ViewPath that CONTAINS a storage root or IS the source tree (WP9 review MAJ-1: those shapes deleted the store and the source respectively, on a run that reported success); and a view root holding ordinary user files is refused rather than wiped. An out-of-vocabulary or mixed-case CompressProbe fails by name in BOTH formats, while a v2 config carrying no CompressProbe key at all loads unchanged and resolves to always with ConfigVersion still 2.","format=set{json,clixml}; key=set{PreserveFolderTree,BrowseView-bad,ViewPath-off-volume,ViewPath-inside-root,CompressProbe-bad,CompressProbe-absent}","M","Test","Verified","ca-v1"
"SR-064","Store audits scale linearly","SN-001;SN-030","The unreferenced-data-file audit shall be linear in manifest rows plus on-disk data files.","Test-BackupManifest re-pipes the whole manifest per on-disk file (O(N^2)) and runs on every backup via Sync step 6; at 500k files it plausibly never finishes.","With 10k manifest rows and 10k pool files the audit completes within the harness budget and reports the findings the quadratic implementation reported, with one deliberate difference: existence is decided from the enumerated data-file set, which skips ROOT-LEVEL infrastructure names, so a row whose DataPath is a root-level infrastructure name is blanked rather than kept. No build can produce such a row (the hash-name grammar cannot spell one) and a legacy store is refused first (SR-061), so the case is unreachable rather than merely unlikely.","rows=set{1k,10k}","S","Test","Verified","ca-v1"
"SR-065","Empty directories and folder attributes are recorded and restored","SN-036;SN-005","The system shall record, beside each manifest, one row per source directory that contains no file anywhere beneath it or carries any of the folder attributes Hidden, System, ReadOnly or NotContentIndexed, and both restorers shall recreate those directories and (on Windows) re-apply those attributes after all file content is written and verified. The record shall be advisory: it shall not be witnessed, and an absent, unreadable or malformed record shall leave the pre-existing behaviour and shall never fail a restore. A directory the walk could not enumerate shall not be recorded. On a POSIX host the directories shall be created and the inapplicable attributes reported, not silently dropped.","MANIFEST.csv has one row per FILE, so an empty directory was never recreated and a Hidden or System FOLDER came back ordinary (reproduced 2026-08-25, documented in README as a known gap). Ruled 2026-08-26: option B, a small sidecar, limited to the four attribute bits SetFileAttributes can apply to a directory. ReadOnly is included despite meaning nothing about writability on a directory -- it is the flag Explorer reads for a desktop.ini customised view.","A backup of a tree containing an empty directory, a nested empty directory and a Hidden+System folder writes a DIRECTORIES.csv naming exactly those three; restoring recreates both empty directories and returns the folder Hidden+System; a tree with no empty or attributed directory writes no sidecar at all and is byte-identical to a pre-SR-065 store; a store whose sidecar is deleted or replaced with garbage still restores every file and exits 0; the bash restorer creates the directories and logs the attributes as not applied; a snapshot carries the sidecar of the state it preserves, not the live one.","restorer=set{powershell,bash}; directory=set{empty,nested-empty,hidden-system,readonly,populated-plain}; sidecar=set{present,absent,malformed}","S","Test","Verified","fidelity-v1"
"SR-066","Restored files carry their own modification time","SN-036;SN-005;SN-002","Both restorers shall apply each restored file's own LastWriteTimeStr from the manifest row it was restored from, after that file has passed its post-write (Length, xxH2Hash) verification. A blank or unparseable value shall be logged and the row shall still count as restored; the timestamp shall never fail a restore.","Attributes and timestamps were never applied from the index -- they rode along on the copy -- so every row sharing one deduplicated pool object restored with the timestamp of whichever file created that object. Reproduced 2026-08-25: two identical files dated 2001 and 2002 both came back dated 2001. LastWriteTimeStr was already in the manifest, correct per row, and simply never read by a restorer, so the timestamp half needs no schema change. The attribute half for FILES remains out of contract (README 'What is not recorded').","Two files with identical content and different modification times restore with their OWN times under both restorers, in Plain and Compress; a unique file's time is likewise preserved; a row whose LastWriteTimeStr is blank or garbage restores its bytes, warns, and exits 0.","restorer=set{powershell,bash}; mode=set{plain,compress}; row=set{unique,dedup-owner,dedup-twin,blank-time,garbage-time}","M","Test","Verified","fidelity-v1"
"SR-067","A transiently unreadable source file is retried, not lost","SN-001;SN-011","A copy or compress that fails for a reason which could change shall be retried after a short delay, up to three attempts per file, bounded by a per-run retry budget shared across the whole set; a failure that cannot change on a retry shall not consume the budget. A file still unreadable when its attempts are exhausted shall be logged as an error naming the attempt count, shall receive NO manifest row for the content that was not stored, and shall mark the set failed. A file that already had a manifest row from an earlier run shall keep that row, which names bytes the store still holds.","The SR-060 candidate loop falls back only to other MEMBERS of a content group, so a file whose content is UNIQUE had exactly one attempt: a momentary antivirus, indexer or editor lock cost it the whole run. Human ruling 2026-08-26, after a shortfall-detection guard was rejected as prone to firing on legitimate bulk deletions: the walk at the start of the run is the authority on what must be stored, and a per-file transient is the thing worth retrying. The per-run budget exists because a systemic failure fails deterministically for every file beneath it, and retrying thousands of those would turn a scheduled run into an hours-long sleep (SN-011).","A source file held under an exclusive handle released after the first attempt is backed up successfully, with the retry visible in the log; a permanently unreadable file exhausts its three attempts, marks the set failed, and leaves NO row in the manifest; a directory occupying the destination is refused immediately without consuming a retry; a run whose budget is spent stops waiting, says so, and fails the remaining files without sleeping.","failure=set{transient-lock,permanent,directory-destination,budget-spent}; group=set{unique,multi-member}","M","Test","Verified","robust-v1"
"SR-068","Stored form is decided by the bytes, not the Compressed column","SN-030;SN-005;SN-022","Both restorers shall decide whether a stored object holds the row's content raw or as an archive from the OBJECT'S BYTES, for a row resolved through its own DataPath as well as for a hash-recovered one: absence of the 7-Zip signature shall mean raw; presence shall mean an archive UNLESS the object's length equals the row's Length and its own bytes hash to the row's xxH2Hash, which shall mean the row's content is itself an already-compressed file stored raw. The Compressed column shall not be consulted for any correctness decision; it shall remain in the schema and may be used only as an input to the restore capacity ESTIMATE, which is already documented as approximate.","The column is a claim about bytes stored apart from them, which is D-1's defect class. SR-050 already made a hash-recovered row trust its locator's PROVEN form, but a row resolved through its own DataPath still took the column's word - the last path by which a wrong column could produce a wrong restore: 7-Zip container bytes written under the real filename with exit 0, or a failed expand of raw bytes. Deriving is cheap because the negative case is a six-byte read and the ambiguous case is bounded by a length comparison. The disambiguation matters because SR-004 does not re-compress an already-compressed SOURCE file, so such an object's bytes ARE an archive while its row correctly says Compressed='No' - and such a source may be named anything, so no extension test can settle it. Get-StorageFormFinding already resolved it this way on the audit side; this brings the restorers into line.","A store restores byte-exact through BOTH restorers, in Plain and Compress, with EVERY row's Compressed value flipped; a genuine already-compressed source file stored raw restores byte-exact and is never expanded, with the column both correct and flipped; a stored object whose bytes reproduce neither form still fails loudly as content damage.","restorer=set{powershell,bash}; mode=set{plain,compress}; column=set{correct,flipped}; object=set{our-archive,raw-content,source-archive-stored-raw,damaged}","M","Test","Verified","form-v1"
"SR-069","Stored-object name grammar","SN-002;SN-017;SN-022","A stored data object shall be named ""<hash>_<len><ext>"", where <hash> is the row's complete 128-bit xxH2Hash encoded base-57 and left-padded to exactly 22 characters, <len> is the row's Length encoded base-57 with NO padding, '_' is the separator, and <ext> is the extension defined by SR-070. The base-57 alphabet shall be the 62 alphanumerics less the visually ambiguous 0, O, I, l and 1, and its first glyph ('2') shall be the zero digit. The encoder shall refuse, rather than truncate, a value too wide for a fixed-width field; the decoder shall refuse a field decoding to 2^128 or more; and exactly one parser shall interpret a name, taking the first 22 characters as the hash field and treating the extension as opaque.","WP12. The grammar previously had NO owning requirement - it was stated only in TC-004's Expected - and the 85-glyph alphabet it used cost more than its density bought. '.' in the alphabet meant a stored object could be named as a HIDDEN file, which is what silently emptied the Linux CI pool on 2026-08-23; '-' made a leading dash reachable; a space separator forced quoting on every shell touching the pool; and 16 base-85 characters hold only ~102.5 bits, so the 128-bit hash was silently truncated and no audit could compare a name to its manifest row. Base-57 dissolves the hostile-name classes rather than guarding against them and costs nothing: 57, 58 and 62 all encode 128 bits in 22 characters. Unpadded length is the half that removes the visible run of zero digits the human raised this from. On a case-INSENSITIVE volume the 57 glyphs fold to 34 classes, so a name is worth 111.92 bits there rather than 128 - still well above the 94.12 the old grammar gave (2026-08-27 independent review, T1).","A generated name matches ^[2-9A-HJ-NP-Za-km-z]{22}_[2-9A-HJ-NP-Za-km-z]+ followed by an opaque extension; the hash field round-trips to the row's xxH2Hash as all 32 hex digits, including values with leading zeros and with the high bit set; a zero-length object's length field is the single zero digit; an over-wide value throws instead of truncating; a field decoding to 2^128 or more is rejected; and a pre-WP12 base-85 name does not parse.","compress=set{on,off}","M","Test","Verified","name-v1"
"SR-070","A stored object carries its source extension, opaquely","SN-017;SN-002","The extension of a stored object's name shall be the elected owner's source extension verbatim, or '.7z' when this tool compressed it, and shall be treated as OPAQUE: it shall not be constrained to SR-069's alphabet, and it MAY BE EMPTY. A source file with no extension shall be stored and restored like any other. No guard shall classify a store by the characters in an object's extension.","Two defects found the same day (2026-08-27). The independent review's T2 showed the ratified SR-061 discriminator - 'an old DataPath contains a space, a new one cannot' - would have REFUSED VALID NEW STORES: Test-PortableRelativePath permits a source named 'signed.foo bar', GetExtension returns '.foo bar', and the stored object inherits it. Reproduced on a live pool. Driver probing that question then found T6, a live production bug: Get-HashSizeFileName's -Extension was [Parameter(Mandatory)], which in PowerShell rejects the empty string, so an extensionless source file (README, LICENSE, Makefile) in a set with CompressEnabled=false FAILED THE ENTIRE BACKUP SET. Invisible with compression on, because an empty extension is not in the non-compressible list so the name becomes '.7z' first - which is why no suite caught it. This requirement exists so neither can be reintroduced by a future guard.","An extensionless source file backs up and restores byte-exact through BOTH restorers in Plain AND Compress mode; a source whose extension contains a space, an underscore, brackets or non-ASCII backs up, parses, and restores byte-exact; and neither is classified as a legacy store.","compress=set{on,off}; ext=set{none,space,underscore,bracket}","M","Test","Verified","name-v1"
"SR-071","POSIX restore portability beyond GNU","SN-022, SN-035","reconstruct.sh shall depend on no GNU-specific behaviour along any path a restore takes - file sizes, temporary directories, timestamps, free space, snapshot enumeration and path canonicalisation - so that a userland meeting the DECLARED floor (bash 4+, gawk, xxhsum, and 7z when compressed rows exist) restores identically whether its coreutils are GNU or BSD. Where the floor is not met, or a path cannot be canonicalised, the restorer shall fail loudly with a precondition exit 2 naming the remediation, and shall never report a false content (1), witness (3) or host (4) verdict against an intact backup.","The three tool gates make the floor loud, but seven GNU-specific assumptions sat BEHIND them, each with a fallback written for 'the tool is absent' rather than 'the tool differs here'. A userland that cleared the gates - macOS with Homebrew, FreeBSD/TrueNAS - therefore got WRONG ANSWERS, not loud failures: stat -c made an intact manifest fail its witness as 'expected N, found -1' (exit 3), find -printf silently emptied the snapshot pool, mktemp -d failed every compressed row and blamed 7-Zip, and canon() silently returned its raw input, losing the SR-009 guard. A recovery tool that says 'your index is damaged' about a byte-perfect manifest is worse than one that refuses to run.","On a userland with BSD coreutils and the declared floor installed, a store restores byte-exact from the backup root and from any snapshot; a manifest with a valid witness verifies; the data pool contains every sibling snapshot; compressed rows expand; each restored file carries its own mtime. A target path that cannot be canonicalised exits 2 naming the reason, and a '..' component is refused rather than reduced.","userland=set{GNU,BSD}; mode=set{HashAddressed,HashAddressed_Compress}; origin=set{root,snapshot}","M","Test","Draft","portable-v1"
"SR-072","Double-click restore entry points","SN-035, SN-005","Each backup root and dated snapshot shall carry a double-clickable restore launcher for Windows (RECONSTRUCT.cmd) and for macOS (RECONSTRUCT.command), each of which starts a restore with NO arguments, returns the SR-040 exit code unchanged to a scripted caller, and holds its window open only when the target was obtained interactively. Neither launcher shall contain restore logic: the macOS launcher delegates to reconstruct.sh and the Windows launcher to RECONSTRUCT.ps1.","The moment an operator needs a restore is the worst possible moment to ask them to recall a parameter name (docs/process-options.md, 'recall is still the enemy'). The old RECONSTRUCT.bat was not usable by double-click: it closed its window before the outcome could be read, and reconstruct.sh requires --target-root so a macOS double-click could only ever print usage. A pause in the LAUNCHER cannot be used, because it would also fire for a console-attached automated caller that passes no arguments and hang it without returning its exit code.","A no-argument launch opens the folder picker, restores, and holds the window showing the exit code; a launch WITH arguments neither prompts nor holds and returns the SR-040 code to its caller, including from cmd /c and from another batch file. The macOS launcher runs from its own folder rather than the Finder default of $HOME. Double-click on macOS is claimed only for volumes that carry or synthesise the executable bit (FAT/exFAT/NTFS); elsewhere the documented route is 'bash reconstruct.sh --pick-target', which needs no executable bit.","platform=set{Windows,macOS}; args=set{none,supplied}","S","Test","Draft","portable-v1"
"SR-073","Graphical target selection, never in automation","SN-035, SN-011","When a restore is started without a target and a desktop session is present, the restorer shall offer a native folder picker; when a console but no desktop is present it shall use the typed prompt; and when NEITHER is present it shall print usage and exit 2 rather than prompt. The decision shall be a pure function of its inputs, separated from the dialog itself, so every branch is testable without a dialog appearing. In the POSIX restorer the picker shall be reachable only through an explicit --pick-target: a missing --target-root without that flag remains usage + exit 2.","A picker is the ease-of-access half of SN-035, but a dialog is also a new way to block forever, so it must be reachable ONLY where a prompt was already reachable. Making a missing --target-root open a picker would break the twin contract with -NonInteractive AND create a path CI can never exercise, shipping an unverified interactive path in a recovery tool. Separating the decision from the dialog is what makes the matrix testable at all.","-NonInteractive, redirected stdin, and a session with no console or desktop each yield usage + exit 2 with no dialog and no prompt; -NoGui or FILEBACKUP_NO_GUI=1 yields the typed prompt; a cancelled or unavailable picker falls back to the typed prompt (PowerShell) or to usage + exit 2 (bash), never to a default target; --pick-target with a stub picker restores into the chosen folder.","signal=set{NonInteractive,InputRedirected,NoConsoleNoDesktop,NoGui,Desktop}; restorer=set{PowerShell,bash}","S","Test","Draft","portable-v1"
"SR-074","Volume-root pseudo-folders are not data","SN-001, SN-011, SN-022","Both the source walk and the restorers' pool scan shall exclude the pseudo-folders Windows creates on every NTFS volume - 'System Volume Information' and '$RECYCLE.BIN' - together with everything beneath them, under TWO conditions that must BOTH hold: the folder sits at the ROOT level, AND that root is itself a filesystem volume root (a drive root or a UNC share root). Their presence shall not mark a backup set failed, shall not contribute files to a manifest, and shall not be reported as a pool read failure. A folder carrying one of these names NESTED inside the tree, or at the root of an ORDINARY directory, remains user data and shall be backed up and restored normally.","SR-057 added -Force so hidden files would finally be backed up; that also made these two visible for the first time, and both then misbehaved. 'System Volume Information' carries a Deny ACE even for an administrator, so it was reported as an unreadable directory and the set was MARKED FAILED - meaning a SourcePath of a volume root (D:\) could never report success, on any run, forever, and a scheduled job alerted every time. '$RECYCLE.BIN' is the opposite: it is READABLE by its owner, so deleted files were being enumerated and backed up. On the restore side the same folder counted as a pool read failure and MISCLASSIFIED the outcome: a row whose bytes are genuinely gone was reported as StorageUnreadable / exit 4 ('fix this host and retry') rather than ContentMissing / exit 1, so an SR-040 wrapper would retry forever instead of reporting data loss. An intact store still restored - the locator returns as soon as it finds the bytes and only consults its host issues when it does not - so the defect is one of classification, not of success. All three are false verdicts about a folder that is never the user's data. Root-level-only matches the SR-022/B6 rule already used for infrastructure names. AMENDED 2026-08-28 (independent review, T2): the first implementation applied the exclusion at ANY enumeration root, so backing up an ordinary folder that happened to contain '$RECYCLE.BIN' dropped every file under it from the manifest with no error - a first run would never store them and a later run could treat prior rows as removed. Silent data loss, and the first version of the tests encoded it by using an ordinary folder as the supposed volume root. The volume-root condition is what confines the exclusion to folders that are the VOLUME's rather than the user's.","At a genuine volume root: a SourcePath there completes with exit 0 and a manifest, no row exists for anything under either folder, and a NESTED folder of the same name is still backed up. At an ORDINARY root: a folder of either name is backed up in full - nothing is excluded. A restore whose pool root carries an unreadable volume folder and whose content is genuinely missing reports ContentMissing / exit 1, not StorageUnreadable / exit 4. The exclusion is case-insensitive.","root=set{volume,ordinary}; location=set{root,nested}; folder=set{System Volume Information,$RECYCLE.BIN}; side=set{backup,restore}","S","Test","Draft","portable-v1"
